,humidity,temperature
2015-02-18 11:00:00-06:00,0.39,57.26
2015-02-18 12:00:00-06:00,0.34,59.29
2015-02-18 13:00:00-06:00,0.3,61.81
2015-02-18 14:00:00-06:00,0.27,62.88
2015-02-18 15:00:00-06:00,0.28,63.55
2015-02-18 16:00:00-06:00,0.28,62.88
2015-02-18 17:00:00-06:00,0.29,62.33
2015-02-18 18:00:00-06:00,0.35,58.19
2015-02-18 19:00:00-06:00,0.44,52.66
2015-02-18 20:00:00-06:00,0.5,49.63
2015-02-18 21:00:00-06:00,0.57,46.16
2015-02-18 22:00:00-06:00,0.61,44.82
2015-02-18 23:00:00-06:00,0.63,45.25
2015-02-19 00:00:00-06:00,0.6,46.17
2015-02-19 01:00:00-06:00,0.73,41.38
2015-02-19 02:00:00-06:00,0.75,39.99
2015-02-19 03:00:00-06:00,0.79,39.05
2015-02-19 04:00:00-06:00,0.83,37.99
2015-02-19 05:00:00-06:00,0.85,37.83
2015-02-19 06:00:00-06:00,0.85,37.53
2015-02-19 07:00:00-06:00,0.89,35.84
2015-02-19 08:00:00-06:00,0.87,39.14
2015-02-19 09:00:00-06:00,0.73,46.76
2015-02-19 10:00:00-06:00,0.65,52.39
2015-02-19 11:00:00-06:00,0.59,58.66
2015-02-19 12:00:00-06:00,0.55,62.45
2015-02-19 13:00:00-06:00,0.48,65.19
2015-02-19 14:00:00-06:00,0.46,66.51
2015-02-19 15:00:00-06:00,0.43,68.18
2015-02-19 16:00:00-06:00,0.45,67.8
2015-02-19 17:00:00-06:00,0.48,66.56
2015-02-19 18:00:00-06:00,0.52,64.46
2015-02-19 19:00:00-06:00,0.59,61.46
2015-02-19 20:00:00-06:00,0.65,59.25
2015-02-19 21:00:00-06:00,0.72,57.44
2015-02-19 22:00:00-06:00,0.75,56.11
2015-02-19 23:00:00-06:00,0.8,54.7
2015-02-20 00:00:00-06:00,0.85,54.01
2015-02-20 01:00:00-06:00,0.87,54.56
2015-02-20 02:00:00-06:00,0.88,55.81
2015-02-20 03:00:00-06:00,0.87,57.14
2015-02-20 04:00:00-06:00,0.88,57.51
2015-02-20 05:00:00-06:00,0.88,57.66
2015-02-20 06:00:00-06:00,0.89,58.06
2015-02-20 07:00:00-06:00,0.91,58.15
2015-02-20 08:00:00-06:00,0.9,59.26
2015-02-20 09:00:00-06:00,0.87,61.35
2015-02-20 10:00:00-06:00,0.82,63.95
2015-02-20 11:00:00-06:00,0.8,64.85
2015-02-20 12:00:00-06:00,0.78,65.74
2015-02-20 13:00:00-06:00,0.74,68.35
2015-02-20 14:00:00-06:00,0.68,70.6
2015-02-20 15:00:00-06:00,0.64,71.89
2015-02-20 16:00:00-06:00,0.64,72.1
2015-02-20 17:00:00-06:00,0.67,71.69
2015-02-20 18:00:00-06:00,0.74,68.99
2015-02-20 19:00:00-06:00,0.78,67.67
2015-02-20 20:00:00-06:00,0.79,67.15
2015-02-20 21:00:00-06:00,0.81,66.75
2015-02-20 22:00:00-06:00,0.82,66.57
2015-02-20 23:00:00-06:00,0.81,66.57
2015-02-21 00:00:00-06:00,0.82,66.57
2015-02-21 01:00:00-06:00,0.82,66.57
2015-02-21 02:00:00-06:00,0.82,66.57
2015-02-21 03:00:00-06:00,0.82,66.38
2015-02-21 04:00:00-06:00,0.82,66.57
2015-02-21 05:00:00-06:00,0.82,66.57
2015-02-21 06:00:00-06:00,0.83,66.04
2015-02-21 07:00:00-06:00,0.86,65.65
2015-02-21 08:00:00-06:00,0.86,66.17
2015-02-21 09:00:00-06:00,0.83,67.16
2015-02-21 10:00:00-06:00,0.79,68.58
2015-02-21 11:00:00-06:00,0.77,69.58
2015-02-21 12:00:00-06:00,0.68,72.66
2015-02-21 13:00:00-06:00,0.66,73.14
2015-02-21 14:00:00-06:00,0.61,75.35
2015-02-21 15:00:00-06:00,0.6,74.35
2015-02-21 16:00:00-06:00,0.59,74.94
2015-02-21 17:00:00-06:00,0.63,71.99
2015-02-21 18:00:00-06:00,0.66,68.43
2015-02-21 19:00:00-06:00,0.72,64.43
2015-02-21 20:00:00-06:00,0.72,61.67
2015-02-21 21:00:00-06:00,0.7,58.11
2015-02-21 22:00:00-06:00,0.71,56.13
2015-02-21 23:00:00-06:00,0.72,55.68
2015-02-22 00:00:00-06:00,0.71,55.49
2015-02-22 01:00:00-06:00,0.72,55.49
2015-02-22 02:00:00-06:00,0.73,55.34
2015-02-22 03:00:00-06:00,0.75,55.27
2015-02-22 04:00:00-06:00,0.74,55.49
2015-02-22 05:00:00-06:00,0.75,55.49
2015-02-22 06:00:00-06:00,0.74,56.08
2015-02-22 07:00:00-06:00,0.84,54.91
2015-02-22 08:00:00-06:00,0.85,55.29
2015-02-22 09:00:00-06:00,0.87,55.69
2015-02-22 10:00:00-06:00,0.9,55.14
2015-02-22 11:00:00-06:00,0.91,55.34
2015-02-22 12:00:00-06:00,0.92,55.31
2015-02-22 13:00:00-06:00,0.93,55.18
2015-02-22 14:00:00-06:00,0.92,55.23
2015-02-22 15:00:00-06:00,0.95,51.96
2015-02-22 16:00:00-06:00,0.94,48.9
2015-02-22 17:00:00-06:00,0.89,46.94
2015-02-22 18:00:00-06:00,0.89,45.97
2015-02-22 19:00:00-06:00,0.86,44.37
2015-02-22 20:00:00-06:00,0.86,44.16
2015-02-22 21:00:00-06:00,0.85,43.26
2015-02-22 22:00:00-06:00,0.88,40.83
2015-02-22 23:00:00-06:00,0.89,38.87
2015-02-23 00:00:00-06:00,0.89,37.68
2015-02-23 01:00:00-06:00,0.89,36.76
2015-02-23 02:00:00-06:00,0.91,35.56
2015-02-23 03:00:00-06:00,0.92,34.94
2015-02-23 04:00:00-06:00,0.96,34.04
2015-02-23 05:00:00-06:00,0.98,33.65
2015-02-23 06:00:00-06:00,0.97,32.97
2015-02-23 07:00:00-06:00,0.97,33.16
2015-02-23 08:00:00-06:00,0.96,32.97
2015-02-23 09:00:00-06:00,0.95,32.76
2015-02-23 10:00:00-06:00,0.91,32.76
2015-02-23 11:00:00-06:00,0.93,32.57
2015-02-23 12:00:00-06:00,0.97,32.78
2015-02-23 13:00:00-06:00,0.94,33.49
2015-02-23 14:00:00-06:00,0.89,33.56
2015-02-23 15:00:00-06:00,0.88,33.16
2015-02-23 16:00:00-06:00,0.87,32.97
2015-02-23 17:00:00-06:00,0.87,32.78
2015-02-23 18:00:00-06:00,0.89,32.38
2015-02-23 19:00:00-06:00,0.88,32.2
2015-02-23 20:00:00-06:00,0.88,31.46
2015-02-23 21:00:00-06:00,0.89,31.06
2015-02-23 22:00:00-06:00,0.91,30.87
2015-02-23 23:00:00-06:00,0.92,30.87
2015-02-24 00:00:00-06:00,0.92,30.34
2015-02-24 01:00:00-06:00,0.91,30.04
2015-02-24 02:00:00-06:00,0.91,30.57
2015-02-24 03:00:00-06:00,0.9,30.59
2015-02-24 04:00:00-06:00,0.91,30.38
2015-02-24 05:00:00-06:00,0.93,29.85
2015-02-24 06:00:00-06:00,0.92,29.85
2015-02-24 07:00:00-06:00,0.94,29.85
2015-02-24 08:00:00-06:00,0.9,30.78
2015-02-24 09:00:00-06:00,0.91,31.27
2015-02-24 10:00:00-06:00,0.87,32.57
2015-02-24 11:00:00-06:00,0.84,33.46
2015-02-24 12:00:00-06:00,0.83,33.85
2015-02-24 13:00:00-06:00,0.83,34.07
2015-02-24 14:00:00-06:00,0.85,34.26
2015-02-24 15:00:00-06:00,0.84,35.27
2015-02-24 16:00:00-06:00,0.84,35.89
2015-02-24 17:00:00-06:00,0.83,36.37
2015-02-24 18:00:00-06:00,0.86,36.07
2015-02-24 19:00:00-06:00,0.87,35.67
2015-02-24 20:00:00-06:00,0.93,34.93
2015-02-24 21:00:00-06:00,0.94,34.56
2015-02-24 22:00:00-06:00,0.94,34.97
2015-02-24 23:00:00-06:00,0.96,34.97
2015-02-25 00:00:00-06:00,0.98,34.97
2015-02-25 01:00:00-06:00,0.97,34.97
2015-02-25 02:00:00-06:00,0.98,34.75
2015-02-25 03:00:00-06:00,0.96,35.15
2015-02-25 04:00:00-06:00,0.96,35.15
2015-02-25 05:00:00-06:00,0.98,35.36
2015-02-25 06:00:00-06:00,0.94,35.89
2015-02-25 07:00:00-06:00,0.98,36.1
2015-02-25 08:00:00-06:00,0.96,36.48
2015-02-25 09:00:00-06:00,0.91,38.15
2015-02-25 10:00:00-06:00,0.84,41.02
2015-02-25 11:00:00-06:00,0.78,43.02
2015-02-25 12:00:00-06:00,0.65,48.25
2015-02-25 13:00:00-06:00,0.57,50.99
2015-02-25 14:00:00-06:00,0.47,54.52
2015-02-25 15:00:00-06:00,0.41,57.07
2015-02-25 16:00:00-06:00,0.36,58.74
2015-02-25 17:00:00-06:00,0.36,58.95
2015-02-25 18:00:00-06:00,0.43,55.75
2015-02-25 19:00:00-06:00,0.57,48.63
2015-02-25 20:00:00-06:00,0.64,46.91
2015-02-25 21:00:00-06:00,0.66,45.5
2015-02-25 22:00:00-06:00,0.75,41.66
2015-02-25 23:00:00-06:00,0.82,38.94
2015-02-26 00:00:00-06:00,0.8,39.93
2015-02-26 01:00:00-06:00,0.86,36.37
2015-02-26 02:00:00-06:00,0.9,34.74
2015-02-26 03:00:00-06:00,0.91,34.31
2015-02-26 04:00:00-06:00,0.94,33.02
2015-02-26 05:00:00-06:00,0.97,31.42
2015-02-26 06:00:00-06:00,0.92,32.49
2015-02-26 07:00:00-06:00,0.96,30.77
2015-02-26 08:00:00-06:00,0.9,36.57
2015-02-26 09:00:00-06:00,0.81,42.34
2015-02-26 10:00:00-06:00,0.68,46.66
2015-02-26 11:00:00-06:00,0.64,48.57
2015-02-26 12:00:00-06:00,0.68,47.12
2015-02-26 13:00:00-06:00,0.68,46.54
2015-02-26 14:00:00-06:00,0.7,45.2
2015-02-26 15:00:00-06:00,0.69,44.7
2015-02-26 16:00:00-06:00,0.68,43.73
2015-02-26 17:00:00-06:00,0.66,43.03
2015-02-26 18:00:00-06:00,0.66,41.02
2015-02-26 19:00:00-06:00,0.66,38.53
2015-02-26 20:00:00-06:00,0.64,38.19
2015-02-26 21:00:00-06:00,0.63,37.41
2015-02-26 22:00:00-06:00,0.61,37.25
2015-02-26 23:00:00-06:00,0.59,36.59
2015-02-27 00:00:00-06:00,0.6,36.19
2015-02-27 01:00:00-06:00,0.59,36.38
2015-02-27 02:00:00-06:00,0.59,36.2
2015-02-27 03:00:00-06:00,0.57,36.2
2015-02-27 04:00:00-06:00,0.58,34.49
2015-02-27 05:00:00-06:00,0.61,33.62
2015-02-27 06:00:00-06:00,0.63,33.35
2015-02-27 07:00:00-06:00,0.64,33.13
2015-02-27 08:00:00-06:00,0.64,33.13
2015-02-27 09:00:00-06:00,0.65,33.13
2015-02-27 10:00:00-06:00,0.64,33.76
2015-02-27 11:00:00-06:00,0.67,34.64
2015-02-27 12:00:00-06:00,0.68,34.64
2015-02-27 13:00:00-06:00,0.66,35.96
2015-02-27 14:00:00-06:00,0.66,35.96
2015-02-27 15:00:00-06:00,0.66,35.74
2015-02-27 16:00:00-06:00,0.74,35.29
2015-02-27 17:00:00-06:00,0.81,33.72
2015-02-27 18:00:00-06:00,0.85,32.74
2015-02-27 19:00:00-06:00,0.84,33.01
2015-02-27 20:00:00-06:00,0.84,32.74
2015-02-27 21:00:00-06:00,0.83,33.01
2015-02-27 22:00:00-06:00,0.81,33.01
2015-02-27 23:00:00-06:00,0.84,32.52
2015-02-28 00:00:00-06:00,0.83,32.25
2015-02-28 01:00:00-06:00,0.83,32.25
2015-02-28 02:00:00-06:00,0.81,32.25
2015-02-28 03:00:00-06:00,0.82,32.52
2015-02-28 04:00:00-06:00,0.82,32.52
2015-02-28 05:00:00-06:00,0.85,32.25
2015-02-28 06:00:00-06:00,0.85,32.25
2015-02-28 07:00:00-06:00,0.87,32.52
2015-02-28 08:00:00-06:00,0.88,32.48
2015-02-28 09:00:00-06:00,0.88,32.93
2015-02-28 10:00:00-06:00,0.89,33.42
2015-02-28 11:00:00-06:00,0.93,34.05
2015-02-28 12:00:00-06:00,0.85,36.21
2015-02-28 13:00:00-06:00,0.87,36.81
2015-02-28 14:00:00-06:00,0.86,37.71
2015-02-28 15:00:00-06:00,0.86,37.44
2015-02-28 16:00:00-06:00,0.9,37.44
2015-02-28 17:00:00-06:00,0.91,37.44
2015-02-28 18:00:00-06:00,0.91,38.66
2015-02-28 19:00:00-06:00,0.95,36.85
2015-02-28 20:00:00-06:00,0.97,36.66
2015-02-28 21:00:00-06:00,0.95,37.19
2015-02-28 22:00:00-06:00,0.95,37.0
2015-02-28 23:00:00-06:00,0.96,36.7
